MIRNA	GENES	REGION	TARGETG_CHR
hsa-miR-21-5p	RPS8	exonic,intronic,splicing	chr1
hsa-miR-181a-5p	RPS8,SNORD38B	intronic,ncRNA_exonic	chr1
hsa-miR-100-5p	RPS8	UTR3	chr1
hsa-miR-30e-5p	RPS8	UTR3	chr1
hsa-miR-484	HECTD3	exonic	chr1
hsa-miR-615-3p	HECTD3	exonic	chr1
hsa-miR-100-5p	PRDX1	UTR3	chr1
hsa-miR-18a-3p	PRDX1	UTR3	chr1
hsa-miR-23b-3p	PRDX1	exonic	chr1
hsa-miR-1225-3p	PRDX1	exonic	chr1
hsa-miR-15a-3p	PRDX1	exonic	chr1
hsa-miR-192-5p	PRDX1	exonic,intronic,splicing	chr1
hsa-miR-320a	PRDX1	exonic,intronic,splicing	chr1
hsa-miR-16-5p	AKR1A1	exonic	chr1
hsa-miR-186-5p	AKR1A1	exonic	chr1
hsa-miR-1296	AKR1A1	exonic	chr1
hsa-miR-196a-5p	LRRC41	exonic	chr1
hsa-miR-18a-5p	LRRC41	exonic	chr1
hsa-miR-93-3p	LRRC41	exonic	chr1
hsa-let-7b-5p	LRRC41	exonic	chr1
hsa-let-7e-5p	LRRC41	exonic	chr1
hsa-miR-3200-3p	NSUN4	exonic	chr1
hsa-miR-10a-5p	MOB3C	UTR5	chr1
hsa-miR-16-5p	MOB3C	UTR5	chr1
hsa-miR-17-5p	EFCAB14-AS1	ncRNA_intronic	chr1
hsa-miR-106b-5p	EFCAB14	UTR5	chr1
hsa-miR-20a-5p	STIL	exonic	chr1
hsa-miR-17-5p	STIL	exonic	chr1
hsa-miR-26a-5p	CMPK1	UTR3	chr1
hsa-miR-484	CMPK1	UTR3	chr1
hsa-miR-374a-5p	CMPK1	UTR3	chr1
hsa-miR-19a-3p	CMPK1	UTR3	chr1
hsa-miR-196a-5p	TRABD2B	intronic	chr1
hsa-miR-21-5p	TRABD2B	intronic	chr1
hsa-miR-92a-3p	FAF1	exonic	chr1
hsa-miR-16-5p	FAF1	intronic	chr1
hsa-miR-17-5p	FAF1	exonic	chr1
hsa-miR-15a-5p	FAF1	intronic	chr1
hsa-miR-21-5p	RNF11	UTR3	chr1
hsa-miR-296-3p	OSBPL9	exonic	chr1
hsa-miR-615-3p	NRD1	exonic	chr1
hsa-miR-125b-5p	NRD1	exonic	chr1
hsa-miR-181b-5p	NRD1	exonic	chr1
hsa-miR-181d-5p	NRD1	exonic	chr1
hsa-miR-194-5p	BTF3L4	UTR3,exonic	chr1
hsa-miR-17-5p	ZFYVE9	UTR3	chr1
hsa-miR-17-5p	ZCCHC11	intronic	chr1
hsa-miR-196a-5p	ZCCHC11	exonic	chr1
hsa-let-7b-5p	ZCCHC11	exonic	chr1
hsa-miR-27a-3p	ZCCHC11	exonic	chr1
hsa-miR-26a-5p	ZYG11B	intronic	chr1
hsa-miR-194-5p	SCP2	exonic	chr1
hsa-miR-1260b	SCP2	exonic	chr1
hsa-miR-93-5p	SCP2	UTR3	chr1
hsa-miR-92a-3p	CPT2	exonic	chr1
hsa-miR-378a-3p	CPT2	exonic	chr1
hsa-miR-30e-5p	C1orf123	UTR3	chr1
hsa-miR-186-5p	NDC1	UTR3	chr1
hsa-miR-19a-3p	NDC1	exonic,intronic,splicing	chr1
hsa-let-7d-5p	LRRC42	UTR5,exonic	chr1
hsa-let-7a-5p	LRRC42	UTR5,exonic	chr1
hsa-miR-30a-3p	LRRC42	exonic	chr1
hsa-miR-149-5p	LRRC42	exonic	chr1
hsa-miR-1260b	TMEM59	UTR3	chr1
hsa-miR-130a-3p	MRPL37	UTR3,intronic	chr1
hsa-miR-454-3p	MRPL37	UTR3,intronic	chr1
hsa-miR-17-5p	SSBP3	intronic	chr1
hsa-miR-99a-5p	DHCR24	UTR3	chr1
hsa-miR-7-5p	DHCR24	UTR3	chr1
hsa-miR-19a-3p	DHCR24	UTR3	chr1
hsa-miR-483-5p	DHCR24	exonic	chr1
hsa-miR-140-3p	DHCR24	exonic	chr1
hsa-miR-1226-3p	USP24	exonic	chr1
hsa-miR-193b-3p	USP24	exonic	chr1
hsa-miR-22-3p	PPAP2B	UTR3	chr1
hsa-miR-181a-5p	PPAP2B	UTR3	chr1
hsa-miR-181b-5p	PPAP2B	UTR3	chr1
hsa-miR-23a-3p	PRKAA2	exonic	chr1
hsa-miR-320a	PRKAA2	exonic	chr1
hsa-miR-885-5p	PRKAA2	UTR3	chr1
hsa-miR-30a-5p	MYSM1	UTR3	chr1
hsa-miR-885-3p	JUN	exonic	chr1
hsa-miR-20a-5p	FGGY	intronic	chr1
hsa-miR-17-5p	FGGY	intronic	chr1
hsa-miR-20a-5p	NFIA	intronic	chr1
hsa-miR-181b-5p	NFIA	intronic	chr1
hsa-miR-92a-3p	NFIA	intronic	chr1
hsa-miR-574-5p	NFIA	intronic	chr1
hsa-miR-106b-5p	NFIA	intronic	chr1
hsa-miR-19a-3p	NFIA	UTR3	chr1
hsa-miR-92a-3p	NFIA	UTR3	chr1
hsa-miR-193b-3p	NFIA	UTR3	chr1
hsa-miR-454-3p	NFIA	UTR3	chr1
hsa-miR-320a	NFIA	UTR3	chr1
hsa-miR-103a-3p	NFIA	UTR3	chr1
hsa-miR-17-5p	NFIA	UTR3	chr1
hsa-miR-106b-5p	NFIA	UTR3	chr1
hsa-miR-20a-5p	JAK1,RAVER2	UTR3	chr1
hsa-miR-3130-5p	JAK1	UTR3	chr1
hsa-miR-23b-3p	JAK1	exonic	chr1
hsa-miR-186-5p	AK4	UTR3	chr1
hsa-miR-30a-5p	AK4	UTR3	chr1
hsa-miR-21-5p	AK4	UTR3	chr1
hsa-miR-222-3p	LEPROT	UTR3	chr1
hsa-miR-455-3p	MIER1	UTR3	chr1
hsa-miR-18a-5p	SERBP1	UTR3	chr1
hsa-miR-27a-3p	SERBP1	UTR3	chr1
hsa-let-7e-5p	SERBP1	UTR3	chr1
hsa-miR-652-3p	SERBP1	UTR3	chr1
hsa-let-7b-5p	SERBP1	UTR3	chr1
hsa-miR-100-5p	SERBP1	UTR3	chr1
hsa-miR-15b-5p	SERBP1	UTR3	chr1
hsa-miR-30b-5p	SERBP1	UTR3	chr1
hsa-miR-374a-5p	SERBP1	UTR3	chr1
hsa-miR-625-5p	SERBP1	UTR3	chr1
hsa-miR-10a-5p	SERBP1	exonic,splicing	chr1
hsa-miR-186-5p	GNG12	UTR3	chr1
hsa-miR-331-3p	DEPDC1	UTR3	chr1
hsa-miR-423-5p	SRSF11	exonic	chr1
hsa-miR-191-5p	SRSF11	exonic	chr1
hsa-miR-122-5p	SRSF11	exonic,intronic,splicing	chr1
hsa-miR-92a-3p	SRSF11	exonic,intronic,splicing	chr1
hsa-miR-92a-3p	ZRANB2	exonic,intronic,splicing	chr1
hsa-miR-18a-5p	NEGR1,RNU6-1246P	intergenic	chr1
hsa-miR-374a-5p	NEGR1,RNU6-1246P	intergenic	chr1
hsa-miR-17-5p	NEGR1,RNU6-1246P	intergenic	chr1
hsa-miR-20a-5p	CRYZ	UTR3,downstream	chr1
hsa-miR-182-5p	RABGGTB,SNORD45B	intronic,ncRNA_exonic	chr1
hsa-miR-193b-3p	RABGGTB	exonic	chr1
hsa-miR-92a-3p	RABGGTB	exonic	chr1
hsa-miR-19a-3p	RABGGTB	UTR3	chr1
hsa-miR-130a-3p	FUBP1	exonic,splicing	chr1
hsa-let-7b-5p	LPHN2	exonic	chr1
hsa-let-7i-5p	LPHN2	exonic	chr1
hsa-miR-19b-3p	LPHN2	exonic	chr1
hsa-miR-27a-3p	LPHN2	exonic	chr1
hsa-miR-92a-3p	LPHN2	exonic	chr1
hsa-miR-16-5p	LPHN2	exonic	chr1
hsa-miR-130a-3p	LPHN2	UTR3	chr1
hsa-miR-19a-3p	RP4-601K24.1	ncRNA_intronic	chr1
hsa-miR-194-5p	RP4-601K24.1	ncRNA_intronic	chr1
hsa-let-7e-5p	GNG5	UTR3	chr1
hsa-miR-23a-3p	GNG5	UTR3	chr1
hsa-miR-100-5p	GNG5	UTR3	chr1
hsa-miR-16-5p	C1orf52	UTR3,exonic	chr1
hsa-miR-100-5p	BCL10	UTR3	chr1
hsa-miR-93-5p	BCL10	UTR3,exonic	chr1
hsa-miR-17-5p	BCL10	UTR3,exonic	chr1
hsa-miR-100-5p	RP11-131L23.1	ncRNA_intronic	chr1
hsa-miR-27a-3p	RP11-131L23.1	ncRNA_intronic	chr1
hsa-miR-21-5p	RP11-131L23.1	ncRNA_intronic	chr1
hsa-miR-19a-3p	RP11-131L23.1	ncRNA_intronic	chr1
hsa-miR-122-5p	CYR61	UTR3,exonic	chr1
hsa-miR-425-5p	CYR61	UTR3,exonic	chr1
hsa-miR-125a-5p	CYR61	UTR3,exonic	chr1
hsa-miR-181b-5p	CYR61	UTR3	chr1
hsa-miR-122-5p	SH3GLB1	UTR3	chr1
hsa-miR-1269a	SEP15	UTR3	chr1
hsa-miR-32-5p	HS2ST1,RP5-1052I5.2	exonic	chr1
hsa-miR-423-3p	LRRC8B	exonic	chr1
hsa-miR-27a-3p	RP5-1007M22.2	ncRNA_intronic	chr1
hsa-miR-103a-3p	RP5-1007M22.2	ncRNA_intronic	chr1
hsa-miR-186-5p	RP5-1007M22.2	ncRNA_intronic	chr1
hsa-miR-93-5p	LRRC8D,RP11-302M6.4	intronic	chr1
hsa-miR-20a-5p	LRRC8D	exonic	chr1
hsa-miR-454-3p	LRRC8D	exonic	chr1
hsa-let-7a-5p	ZNF644	UTR3	chr1
hsa-miR-106b-5p	ZNF644	exonic	chr1
hsa-miR-16-5p	ZNF644	exonic	chr1
hsa-miR-183-5p	ZNF644	exonic	chr1
hsa-miR-21-5p	HFM1	intronic	chr1
hsa-miR-15b-5p	HFM1	intronic	chr1
hsa-miR-30b-5p	HFM1	intronic	chr1
hsa-miR-16-5p	HFM1	intronic	chr1
hsa-miR-17-5p	HFM1	intronic	chr1
hsa-miR-34a-5p	HFM1	intronic	chr1
hsa-miR-885-5p	HFM1	intronic	chr1
hsa-miR-130b-3p	HFM1	intronic	chr1
hsa-miR-130b-5p	HFM1	intronic	chr1
hsa-miR-19a-3p	HFM1	intronic	chr1
hsa-miR-23a-3p	HFM1	intronic	chr1
hsa-miR-181a-5p	HFM1	intronic	chr1
hsa-miR-27a-3p	HFM1	intronic	chr1
hsa-miR-20a-5p	HFM1	intronic	chr1
hsa-miR-193b-3p	HFM1	intronic	chr1
hsa-miR-378a-3p	HFM1	intronic	chr1
hsa-miR-425-5p	HFM1	intronic	chr1
hsa-miR-30c-5p	HFM1	intronic	chr1
hsa-miR-194-5p	HFM1	intronic	chr1
hsa-miR-30a-5p	HFM1	intronic	chr1
hsa-miR-484	HFM1	intronic	chr1
hsa-miR-4279	HFM1	intronic	chr1
hsa-miR-125a-5p	HFM1	intronic	chr1
hsa-miR-320a	HFM1	intronic	chr1
hsa-miR-423-3p	HFM1	intronic	chr1
hsa-miR-19b-3p	HFM1	intronic	chr1
hsa-miR-24-3p	HFM1	intronic	chr1
hsa-miR-874	HFM1	intronic	chr1
hsa-miR-18a-3p	HFM1	intronic	chr1
hsa-miR-196a-5p	HFM1	intronic	chr1
hsa-miR-331-3p	HFM1	intronic	chr1
hsa-miR-192-5p	HFM1	intronic	chr1
hsa-miR-10a-5p	HFM1	intronic	chr1
hsa-miR-4516	HFM1	intronic	chr1
hsa-miR-4634	HFM1	intronic	chr1
hsa-miR-92a-3p	HFM1	intronic	chr1
hsa-miR-615-3p	CDC7	exonic	chr1
hsa-miR-17-5p	TGFBR3	UTR3	chr1
hsa-miR-20a-5p	RPAP2	exonic,intronic,splicing	chr1
hsa-miR-130a-3p	EVI5	UTR3	chr1
hsa-miR-182-5p	EVI5	UTR3	chr1
hsa-miR-93-3p	RPL5	UTR5,exonic	chr1
hsa-miR-182-5p	RPL5	UTR5,exonic	chr1
hsa-miR-328-3p	RPL5	exonic	chr1
hsa-miR-615-3p	RPL5	exonic	chr1
hsa-miR-328-3p	RPL5	exonic,intronic,splicing	chr1
hsa-miR-615-3p	RPL5	exonic,intronic,splicing	chr1
hsa-miR-26a-5p	RPL5	exonic,intronic,splicing	chr1
hsa-miR-23a-3p	RPL5	exonic,intronic,splicing	chr1
hsa-miR-186-5p	RPL5	exonic,intronic,splicing	chr1
hsa-miR-194-5p	RPL5	exonic,intronic,splicing	chr1
hsa-miR-100-5p	RPL5	UTR3,exonic	chr1
hsa-miR-194-5p	FAM69A	UTR3	chr1
hsa-miR-182-5p	FAM69A	exonic	chr1
hsa-miR-183-5p	MTF2	exonic	chr1
hsa-miR-374a-5p	MTF2	exonic	chr1
hsa-miR-19a-3p	MTF2	exonic	chr1
hsa-miR-10a-5p	MTF2	exonic	chr1
hsa-miR-186-5p	MTF2	UTR3	chr1
hsa-miR-17-5p	TMED5	UTR3	chr1
hsa-miR-151a-5p	TMED5	UTR3	chr1
hsa-miR-222-3p	TMED5	UTR3	chr1
hsa-miR-320a	TMED5	UTR3	chr1
hsa-miR-30b-5p	TMED5	UTR3	chr1
hsa-miR-301a-3p	TMED5	exonic	chr1
hsa-miR-146a-5p	FNBP1L	intronic	chr1
hsa-miR-20a-5p	ABCD3	intronic	chr1
hsa-miR-130a-3p	F3	UTR3	chr1
hsa-miR-18a-5p	F3	UTR3	chr1
hsa-miR-16-5p	CNN3	exonic	chr1
hsa-miR-28-5p	CNN3	exonic	chr1
hsa-miR-15a-5p	CNN3	exonic	chr1
hsa-miR-194-5p	RP11-57H12.6,TMEM56	intronic	chr1
hsa-miR-17-5p	RP11-57H12.3	ncRNA_intronic	chr1
hsa-miR-194-5p	DPYD-AS1	ncRNA_intronic	chr1
hsa-miR-93-5p	DPYD-AS1	ncRNA_intronic	chr1
hsa-miR-455-3p	AGL	exonic	chr1
hsa-miR-500a-5p	SLC35A3	UTR3	chr1
hsa-miR-664a-3p	HIAT1	UTR5	chr1
hsa-miR-423-3p	HIAT1	UTR5	chr1
hsa-miR-26a-5p	RP4-714D9.2	ncRNA_intronic	chr1
hsa-miR-186-5p	RP4-714D9.2	ncRNA_intronic	chr1
hsa-miR-130a-3p	RTCA	UTR3,exonic	chr1
hsa-let-7b-5p	RTCA	UTR3,exonic	chr1
hsa-miR-17-5p	RTCA	UTR3	chr1
hsa-miR-106a-5p	RTCA	UTR3	chr1
hsa-miR-92a-3p	EXTL2	UTR3	chr1
hsa-miR-194-5p	EXTL2	UTR3	chr1
hsa-miR-221-3p	SCARNA16,snoU13	intergenic	chr1
hsa-miR-19a-3p	SCARNA16,snoU13	intergenic	chr1
hsa-miR-27a-3p	SCARNA16,snoU13	intergenic	chr1
hsa-miR-194-5p	SCARNA16,snoU13	intergenic	chr1
hsa-miR-181b-5p	SCARNA16,snoU13	intergenic	chr1
hsa-miR-423-3p	VAV3	downstream	chr1
hsa-miR-16-5p	VAV3	downstream	chr1
hsa-miR-93-5p	VAV3	downstream	chr1
hsa-miR-4279	VAV3	downstream	chr1
hsa-miR-1249	VAV3	downstream	chr1
hsa-miR-483-3p	VAV3	downstream	chr1
hsa-miR-30a-5p	VAV3	downstream	chr1
hsa-miR-320a	VAV3	downstream	chr1
hsa-miR-423-5p	PRPF38B	UTR3	chr1
hsa-miR-30c-5p	CLCC1,GPSM2	UTR3	chr1
hsa-miR-15a-5p	CLCC1	exonic	chr1
hsa-miR-92a-3p	WDR47	UTR3	chr1
hsa-miR-191-5p	TAF13	UTR3	chr1
hsa-miR-26a-5p	TAF13	UTR3	chr1
hsa-miR-744-3p	CELSR2	exonic	chr1
hsa-miR-24-3p	CELSR2	UTR3	chr1
hsa-miR-100-5p	PSMA5	exonic	chr1
hsa-miR-30b-5p	CSF1	UTR3,exonic	chr1
hsa-miR-30c-5p	CSF1	UTR3,exonic	chr1
hsa-miR-30b-5p	CSF1	UTR3	chr1
hsa-miR-30c-5p	CSF1	UTR3	chr1
hsa-miR-103a-3p	STRIP1	exonic,intronic,splicing	chr1
hsa-miR-17-5p	STRIP1	exonic,intronic,splicing	chr1
hsa-miR-92a-3p	RBM15	exonic	chr1
hsa-miR-26a-5p	CEPT1	exonic	chr1
hsa-miR-320a	RP11-552M11.4	ncRNA_exonic,splicing	chr1
hsa-let-7e-5p	RAP1A	UTR3	chr1
hsa-miR-193b-3p	FAM212B	UTR3	chr1
hsa-let-7b-5p	DDX20	UTR3	chr1
hsa-miR-16-5p	KCND3	UTR3	chr1
hsa-miR-449c-5p	KCND3	UTR3	chr1
hsa-miR-19a-3p	CTTNBP2NL	UTR3	chr1
hsa-miR-93-3p	CTTNBP2NL	UTR3	chr1
hsa-miR-146a-5p	CTTNBP2NL	UTR3	chr1
hsa-miR-20a-5p	CAPZA1	intronic	chr1
hsa-miR-320a	CAPZA1	intronic	chr1
hsa-miR-30c-5p	CAPZA1	UTR3	chr1
hsa-miR-30b-5p	CAPZA1	UTR3	chr1
hsa-miR-615-3p	MOV10	exonic	chr1
hsa-miR-103a-3p	MOV10	exonic,intronic,splicing	chr1
hsa-miR-15a-5p	MOV10	exonic,intronic,splicing	chr1
hsa-miR-320a	MOV10	UTR3	chr1
hsa-miR-455-3p	RHOC	UTR3	chr1
hsa-miR-320a	SLC16A1	UTR3	chr1
hsa-miR-16-5p	SLC16A1	UTR3	chr1
hsa-miR-425-5p	SLC16A1	exonic	chr1
hsa-miR-484	PHTF1	exonic	chr1
hsa-miR-25-3p	PHTF1	exonic	chr1
hsa-miR-92a-3p	RSBN1	UTR3	chr1
hsa-miR-23b-3p	AP4B1	exonic	chr1
hsa-miR-320a	DCLRE1B	UTR3	chr1
hsa-miR-320b	DCLRE1B	UTR3	chr1
hsa-miR-362-3p	HIPK1	exonic	chr1
hsa-miR-877-3p	HIPK1	UTR3	chr1
hsa-miR-615-3p	HIPK1	UTR3	chr1
hsa-let-7b-5p	HIPK1	UTR3	chr1
hsa-miR-16-5p	AMPD1	UTR5,exonic	chr1
hsa-miR-10a-5p	AMPD1	UTR5,exonic	chr1
hsa-miR-877-3p	NRAS	UTR3	chr1
hsa-miR-16-5p	CSDE1	UTR3	chr1
hsa-miR-1226-3p	CSDE1	UTR3,exonic	chr1
hsa-miR-1229-3p	CSDE1	exonic	chr1
hsa-miR-23b-3p	CSDE1	exonic	chr1
hsa-miR-23a-3p	CSDE1	exonic	chr1
hsa-miR-92a-3p	CSDE1	exonic	chr1
hsa-miR-204-5p	CSDE1	exonic	chr1
hsa-miR-92b-3p	CSDE1	exonic	chr1
hsa-miR-20a-5p	CSDE1,Y_RNA	intronic,ncRNA_exonic	chr1
hsa-miR-454-3p	CSDE1,Y_RNA	intronic,ncRNA_exonic	chr1
hsa-miR-130a-3p	CSDE1,Y_RNA	intronic,ncRNA_exonic	chr1
hsa-miR-130b-3p	CSDE1,Y_RNA	intronic,ncRNA_exonic	chr1
hsa-miR-423-5p	CSDE1	exonic	chr1
hsa-miR-30c-5p	CSDE1	exonic	chr1
hsa-miR-30c-5p	CSDE1	exonic,intronic,splicing	chr1
hsa-miR-320a	CSDE1	exonic	chr1
hsa-miR-320a	CSDE1	UTR5	chr1
hsa-miR-92a-3p	CSDE1	UTR5	chr1
hsa-miR-194-5p	SIKE1	exonic	chr1
hsa-miR-324-5p	VANGL1	UTR3	chr1
hsa-miR-365a-3p	VANGL1	UTR3	chr1
hsa-miR-374b-5p	VANGL1	UTR3	chr1
hsa-miR-26a-5p	ATP1A1	exonic	chr1
hsa-miR-92a-3p	ATP1A1	exonic	chr1
hsa-miR-23b-3p	ATP1A1	exonic	chr1
hsa-miR-18a-5p	ATP1A1	exonic	chr1
hsa-miR-484	ATP1A1	exonic	chr1
hsa-miR-93-3p	ATP1A1	exonic	chr1
hsa-miR-18a-3p	PTGFRN	UTR3	chr1
hsa-miR-17-5p	PTGFRN	UTR3	chr1
hsa-miR-130b-3p	MAN1A2	UTR3	chr1
hsa-miR-18a-5p	GDAP2,SNORA40	intergenic	chr1
hsa-miR-30a-5p	WDR3	exonic	chr1
hsa-let-7c-5p	WDR3	exonic	chr1
hsa-let-7b-5p	WDR3	exonic	chr1
hsa-miR-374a-5p	RP11-418J17.1	ncRNA_intronic	chr1
hsa-miR-181b-5p	ZNF697	UTR3	chr1
hsa-miR-1229-3p	PHGDH	exonic	chr1
hsa-miR-615-3p	PHGDH	exonic	chr1
hsa-miR-107	PHGDH	exonic	chr1
hsa-miR-320a	NOTCH2	UTR3	chr1
hsa-miR-17-5p	NOTCH2	UTR3	chr1
hsa-miR-106a-5p	NOTCH2	UTR3	chr1
hsa-miR-196a-5p	NOTCH2	UTR3	chr1
hsa-miR-27b-3p	NOTCH2	exonic	chr1
hsa-miR-744-5p	NOTCH2	exonic	chr1
hsa-miR-194-5p	NONE,RP11-344P13.1	intergenic	chr1
hsa-miR-186-5p	NONE,RP11-344P13.1	intergenic	chr1
hsa-miR-18a-5p	NONE,RP11-344P13.1	intergenic	chr1
hsa-miR-574-5p	NONE,RP11-344P13.1	intergenic	chr1
hsa-miR-1260a	NONE,RP11-344P13.1	intergenic	chr1
hsa-miR-20a-3p	NONE,RP11-344P13.1	intergenic	chr1
hsa-miR-210	NONE,RP11-344P13.1	intergenic	chr1
hsa-miR-320a	PPIAL4G	UTR3	chr1
hsa-miR-324-5p	PPIAL4G	UTR3	chr1
hsa-miR-191-5p	PPIAL4G	UTR3	chr1
hsa-miR-423-5p	PPIAL4G	UTR3	chr1
hsa-miR-26a-5p	SEC22B	ncRNA_exonic	chr1
hsa-miR-181a-5p	SEC22B	ncRNA_exonic	chr1
hsa-miR-339-3p	NOTCH2NL,RP11-458D21.5	intronic	chr1
hsa-miR-378a-3p	TXNIP	UTR3	chr1
hsa-miR-122-5p	TXNIP	UTR3	chr1
hsa-miR-130b-3p	TXNIP	UTR3	chr1
hsa-miR-186-5p	TXNIP	UTR3	chr1
hsa-miR-103a-3p	TXNIP	UTR3	chr1
hsa-miR-17-5p	TXNIP	UTR3	chr1
hsa-miR-106b-5p	TXNIP	UTR3	chr1
hsa-let-7a-5p	RP11-315I20.1	ncRNA_intronic	chr1
hsa-miR-186-5p	RBM8A	exonic	chr1
hsa-miR-615-3p	RBM8A	exonic	chr1
hsa-miR-193b-3p	RBM8A	exonic	chr1
hsa-miR-148b-3p	RBM8A	UTR3	chr1
hsa-miR-17-5p	GNRHR2	ncRNA_intronic	chr1
hsa-miR-196a-5p	GNRHR2	ncRNA_intronic	chr1
hsa-miR-27a-3p	POLR3C	exonic,intronic,splicing	chr1
hsa-miR-20a-5p	RNF115	intronic	chr1
hsa-miR-193b-3p	RNF115	exonic	chr1
hsa-miR-222-3p	RNF115	exonic	chr1
hsa-miR-320a	CHD1L	UTR3,downstream	chr1
hsa-miR-301a-3p	CHD1L,Y_RNA	intergenic	chr1
hsa-miR-185-5p	BCL9	exonic	chr1
hsa-let-7a-5p	HIST2H2BF	UTR3,exonic,splicing	chr1
hsa-miR-296-3p	HIST2H2BF	UTR3,exonic,splicing	chr1
hsa-let-7e-5p	HIST2H2BF	UTR3,exonic,splicing	chr1
hsa-miR-25-3p	HIST2H2BF	UTR3,exonic,splicing	chr1
hsa-miR-615-3p	HIST2H2BF	UTR3,exonic,splicing	chr1
hsa-miR-1180-3p	HIST2H2BF	UTR3,exonic,splicing	chr1
hsa-miR-760	HIST2H2BF	UTR3,exonic,splicing	chr1
hsa-miR-125b-5p	HIST2H2BF	UTR3,exonic,splicing	chr1
hsa-miR-99b-3p	HIST2H2BF	UTR3,exonic,splicing	chr1
hsa-miR-18a-3p	HIST2H2BF	exonic	chr1
hsa-miR-100-5p	HIST2H2AA3	UTR3	chr1
hsa-miR-940	HIST2H2AA3	UTR3	chr1
hsa-miR-18a-3p	HIST2H2AA3	UTR3	chr1
hsa-miR-744-5p	HIST2H2AA3	UTR3	chr1
hsa-miR-92a-3p	HIST2H2AA3	exonic	chr1
hsa-miR-615-3p	HIST2H2AA3	exonic	chr1
hsa-miR-17-5p	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-424-5p	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-744-5p	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-320a	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-671-5p	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-320c	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-92a-3p	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-25-3p	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-26a-5p	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-149-5p	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-193b-3p	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-2277-5p	HIST2H2AA3	UTR5,exonic	chr1
hsa-miR-425-3p	HIST2H2AA3	UTR5	chr1
hsa-miR-18a-3p	HIST2H2AA3	UTR5	chr1
hsa-miR-92a-3p	RP11-196G18.22	ncRNA_exonic	chr1
hsa-miR-1915-3p	HIST2H3A	UTR5,exonic	chr1
hsa-miR-17-5p	HIST2H3A	UTR5,exonic	chr1
hsa-miR-320b	HIST2H3A	UTR5,exonic	chr1
hsa-miR-27b-3p	HIST2H3A	UTR5,exonic	chr1
hsa-miR-93-5p	HIST2H3A	exonic	chr1
hsa-miR-615-3p	HIST2H3A	exonic	chr1
hsa-miR-324-5p	HIST2H3A	exonic	chr1
hsa-miR-497-5p	HIST2H3A	exonic	chr1
hsa-miR-194-5p	HIST2H3A	exonic	chr1
hsa-miR-15b-5p	HIST2H3A	UTR3,exonic	chr1
hsa-miR-361-3p	HIST2H3A	UTR3,exonic	chr1
hsa-miR-652-3p	HIST2H3A	UTR3,exonic	chr1
hsa-miR-455-3p	HIST2H3A	UTR3,exonic	chr1
hsa-miR-320a	HIST2H3A	UTR3,exonic	chr1
hsa-miR-186-5p	HIST2H3A	UTR3,exonic	chr1
hsa-miR-193b-3p	HIST2H3A	UTR3,exonic	chr1
hsa-miR-769-3p	HIST2H3A	UTR3,exonic	chr1
hsa-miR-17-5p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-196a-5p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-769-3p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-100-5p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-222-3p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-652-3p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-615-3p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-181b-5p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-34a-5p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-93-5p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-92b-3p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-505-3p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-23b-3p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-421	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-484	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-331-3p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-204-5p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-328-3p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-769-5p	HIST2H4B	UTR3,UTR5,exonic	chr1
hsa-miR-615-3p	HIST2H2BE	UTR3,exonic	chr1
hsa-miR-122-5p	HIST2H2BE	UTR3,exonic	chr1
hsa-miR-296-3p	HIST2H2BE	exonic	chr1
hsa-miR-122-5p	HIST2H2BE	exonic	chr1
hsa-miR-33a-5p	HIST2H2AB,HIST2H2AC,HIST2H2BE	UTR5,downstream,exonic,upstream	chr1
