"ensembl_gene_id"	"name_1006"
"429"	"ENSG00000207725"	"positive regulation of ERK1 and ERK2 cascade"
"430"	"ENSG00000207725"	"negative regulation of cytokine production involved in inflammatory response"
"431"	"ENSG00000207725"	"positive regulation of Schwann cell migration"
"432"	"ENSG00000207725"	"negative regulation of hematopoietic stem cell proliferation"
"433"	"ENSG00000207725"	"negative regulation of TRAIL-activated apoptotic signaling pathway"
"434"	"ENSG00000207725"	"positive regulation of Schwann cell proliferation involved in axon regeneration"
"435"	"ENSG00000207725"	"positive regulation of canonical Wnt signaling pathway"
"436"	"ENSG00000207726"	"mRNA binding involved in posttranscriptional gene silencing"
"437"	"ENSG00000207726"	"gene silencing by miRNA"
"438"	"ENSG00000207726"	"mRNA 3'-UTR binding"
"439"	"ENSG00000207726"	"negative regulation of amyloid-beta formation"
"440"	"ENSG00000207726"	"negative regulation of amyloid precursor protein biosynthetic process"
"441"	"ENSG00000207744"	"extracellular space"
"442"	"ENSG00000207744"	"mRNA binding involved in posttranscriptional gene silencing"
"443"	"ENSG00000207744"	"gene silencing by miRNA"
"444"	"ENSG00000207744"	"miRNA mediated inhibition of translation"
"445"	"ENSG00000207744"	"mRNA 3'-UTR binding"
"446"	"ENSG00000207744"	"extracellular exosome"
"447"	"ENSG00000207744"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"448"	"ENSG00000207744"	"positive regulation of cell migration involved in sprouting angiogenesis"
"449"	"ENSG00000207744"	"positive regulation of vascular endothelial growth factor receptor signaling pathway"
"450"	"ENSG00000207744"	"positive regulation of lipid storage"
"451"	"ENSG00000207757"	"extracellular space"
"452"	"ENSG00000207757"	"mRNA binding involved in posttranscriptional gene silencing"
"453"	"ENSG00000207757"	"gene silencing by miRNA"
"454"	"ENSG00000207757"	"negative regulation of vascular endothelial growth factor production"
"455"	"ENSG00000207757"	"mRNA 3'-UTR binding"
"456"	"ENSG00000207757"	"negative regulation of gene expression"
"457"	"ENSG00000207757"	"negative regulation of interleukin-8 production"
"458"	"ENSG00000207757"	"negative regulation of cytokine production involved in inflammatory response"
"459"	"ENSG00000207757"	"extracellular vesicle"
"460"	"ENSG00000207757"	"negative regulation of cell population proliferation"
"461"	"ENSG00000207757"	"negative regulation of cell migration"
"462"	"ENSG00000207757"	"negative regulation of protein secretion"
"463"	"ENSG00000207779"	"extracellular space"
"464"	"ENSG00000207779"	"mRNA binding involved in posttranscriptional gene silencing"
"465"	"ENSG00000207779"	"gene silencing by miRNA"
"466"	"ENSG00000207779"	"miRNA mediated inhibition of translation"
"467"	"ENSG00000207779"	"negative regulation of vascular endothelial growth factor production"
"468"	"ENSG00000207779"	"mRNA 3'-UTR binding"
"469"	"ENSG00000207779"	"negative regulation of blood vessel endothelial cell migration"
"470"	"ENSG00000207779"	"negative regulation of NIK/NF-kappaB signaling"
"471"	"ENSG00000207779"	"negative regulation of vascular endothelial cell proliferation"
"472"	"ENSG00000207779"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"473"	"ENSG00000207779"	"negative regulation of amyloid-beta formation"
"474"	"ENSG00000207779"	"extracellular vesicle"
"475"	"ENSG00000207779"	"negative regulation of inflammatory response"
"476"	"ENSG00000207779"	"negative regulation of cell population proliferation"
"477"	"ENSG00000207779"	"positive regulation of apoptotic process"
"478"	"ENSG00000207779"	"negative regulation of angiogenesis"
"479"	"ENSG00000207779"	"negative regulation of vascular associated smooth muscle cell differentiation"
"480"	"ENSG00000207779"	"negative regulation of neuron apoptotic process"
"481"	"ENSG00000207779"	"negative regulation of G1/S transition of mitotic cell cycle"
"482"	"ENSG00000207779"	"negative regulation of I-kappaB kinase/NF-kappaB signaling"
"483"	"ENSG00000207779"	"negative regulation of amyloid precursor protein catabolic process"
"484"	"ENSG00000207779"	"negative regulation of transforming growth factor beta receptor signaling pathway"
"485"	"ENSG00000207779"	"negative regulation of mitotic cell cycle"
"486"	"ENSG00000207779"	"positive regulation of connective tissue replacement"
"487"	"ENSG00000207779"	"branching involved in blood vessel morphogenesis"
"488"	"ENSG00000207779"	"negative regulation of wound healing"
"489"	"ENSG00000207779"	"cardiac muscle hypertrophy"
"490"	"ENSG00000207779"	"positive regulation of translation"
"491"	"ENSG00000207779"	"negative regulation of trophoblast cell migration"
"492"	"ENSG00000207781"	"extracellular space"
"493"	"ENSG00000207785"	"extracellular space"
"494"	"ENSG00000207805"	"mRNA binding involved in posttranscriptional gene silencing"
"495"	"ENSG00000207805"	"gene silencing by miRNA"
"496"	"ENSG00000207805"	"miRNA mediated inhibition of translation"
"497"	"ENSG00000207805"	"negative regulation of cell migration involved in sprouting angiogenesis"
"498"	"ENSG00000207805"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"499"	"ENSG00000207805"	"negative regulation of fat cell differentiation"
"500"	"ENSG00000207808"	"extracellular space"
"501"	"ENSG00000207808"	"mRNA binding involved in posttranscriptional gene silencing"
"502"	"ENSG00000207808"	"gene silencing by miRNA"
"503"	"ENSG00000207808"	"miRNA mediated inhibition of translation"
"504"	"ENSG00000207808"	"positive regulation of vascular associated smooth muscle cell proliferation"
"505"	"ENSG00000207808"	"positive regulation of vascular endothelial cell proliferation"
"506"	"ENSG00000207808"	"mRNA 3'-UTR binding"
"507"	"ENSG00000207808"	"negative regulation of gene expression"
"508"	"ENSG00000207808"	"extracellular vesicle"
"509"	"ENSG00000207808"	"extracellular exosome"
"510"	"ENSG00000207808"	"negative regulation of NF-kappaB transcription factor activity"
"511"	"ENSG00000207808"	"negative regulation of interleukin-1-mediated signaling pathway"
"512"	"ENSG00000207808"	"cellular response to vascular endothelial growth factor stimulus"
"513"	"ENSG00000207808"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"514"	"ENSG00000207808"	"positive regulation of cell migration involved in sprouting angiogenesis"
"515"	"ENSG00000207808"	"positive regulation of ERK1 and ERK2 cascade"
"516"	"ENSG00000207808"	"negative regulation of T cell activation"
"517"	"ENSG00000207808"	"positive regulation of osteoblast differentiation"
"518"	"ENSG00000207808"	"cellular response to transforming growth factor beta stimulus"
"519"	"ENSG00000207808"	"negative regulation of low-density lipoprotein particle clearance"
"520"	"ENSG00000207808"	"negative regulation of low-density lipoprotein receptor activity"
"521"	"ENSG00000207808"	"negative regulation of cholesterol efflux"
"522"	"ENSG00000207808"	"negative regulation of fat cell differentiation"
"523"	"ENSG00000207808"	"transcription regulatory region sequence-specific DNA binding"
"524"	"ENSG00000207808"	"regulation of cholesterol esterification"
"525"	"ENSG00000207808"	"NIK/NF-kappaB signaling"
"526"	"ENSG00000207808"	"positive regulation of transcription, DNA-templated"
"527"	"ENSG00000207808"	"negative regulation of lipid binding"
"528"	"ENSG00000207813"	""
"529"	"ENSG00000207827"	"extracellular space"
"530"	"ENSG00000207827"	"mRNA binding involved in posttranscriptional gene silencing"
"531"	"ENSG00000207827"	"gene silencing by miRNA"
"532"	"ENSG00000207827"	"positive regulation of blood vessel endothelial cell migration"
"533"	"ENSG00000207827"	"mRNA 3'-UTR binding"
"534"	"ENSG00000207827"	"positive regulation of angiogenesis"
"535"	"ENSG00000207827"	"extracellular vesicle"
"536"	"ENSG00000207827"	"transforming growth factor beta receptor signaling pathway"
"537"	"ENSG00000207864"	"extracellular space"
"538"	"ENSG00000207864"	"mRNA binding involved in posttranscriptional gene silencing"
"539"	"ENSG00000207864"	"gene silencing by miRNA"
"540"	"ENSG00000207864"	"miRNA mediated inhibition of translation"
"541"	"ENSG00000207864"	"positive regulation of vascular associated smooth muscle cell proliferation"
"542"	"ENSG00000207864"	"mRNA 3'-UTR binding"
"543"	"ENSG00000207864"	"negative regulation of gene expression"
"544"	"ENSG00000207864"	"negative regulation of interleukin-1 beta production"
"545"	"ENSG00000207864"	"cholesterol homeostasis"
"546"	"ENSG00000207864"	"negative regulation of NIK/NF-kappaB signaling"
"547"	"ENSG00000207864"	"positive regulation of angiogenesis"
"548"	"ENSG00000207864"	"extracellular vesicle"
"549"	"ENSG00000207864"	"extracellular exosome"
"550"	"ENSG00000207864"	"negative regulation of cholesterol efflux"
"551"	"ENSG00000207864"	"cellular response to vascular endothelial growth factor stimulus"
"552"	"ENSG00000207864"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"553"	"ENSG00000207864"	"negative regulation of cell adhesion molecule production"
"554"	"ENSG00000207864"	"positive regulation of gene expression"
"555"	"ENSG00000207864"	"positive regulation of cell migration involved in sprouting angiogenesis"
"556"	"ENSG00000207864"	"positive regulation of ERK1 and ERK2 cascade"
"557"	"ENSG00000207864"	"negative regulation of nitric-oxide synthase activity"
"558"	"ENSG00000207864"	"negative regulation of receptor-mediated endocytosis involved in cholesterol transport"
"559"	"ENSG00000207864"	"negative regulation of low-density lipoprotein particle clearance"
"560"	"ENSG00000207864"	"negative regulation of monooxygenase activity"
"561"	"ENSG00000207864"	"negative regulation of tumor necrosis factor-mediated signaling pathway"
"562"	"ENSG00000207864"	"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"
"563"	"ENSG00000207864"	"negative regulation of I-kappaB phosphorylation"
"564"	"ENSG00000207864"	"positive regulation of intrinsic apoptotic signaling pathway"
"565"	"ENSG00000207864"	"positive regulation of tumor necrosis factor production"
"566"	"ENSG00000207864"	"negative regulation of fat cell differentiation"
"567"	"ENSG00000207864"	"regulation of cholesterol esterification"
"568"	"ENSG00000207864"	"NIK/NF-kappaB signaling"
"569"	"ENSG00000207864"	"negative regulation of lipid binding"
"570"	"ENSG00000207864"	"negative regulation of low-density lipoprotein particle receptor binding"
"571"	"ENSG00000207864"	"positive regulation of lung blood pressure"
"572"	"ENSG00000207864"	"positive regulation of pulmonary blood vessel remodeling"
"573"	"ENSG00000207864"	"positive regulation of cell proliferation in bone marrow"
"574"	"ENSG00000207864"	"regulation of superoxide metabolic process"
"575"	"ENSG00000207864"	"positive regulation of cell adhesion involved in sprouting angiogenesis"
"576"	"ENSG00000207870"	"extracellular space"
"577"	"ENSG00000207870"	"mRNA binding involved in posttranscriptional gene silencing"
"578"	"ENSG00000207870"	"gene silencing by miRNA"
"579"	"ENSG00000207870"	"miRNA mediated inhibition of translation"
"580"	"ENSG00000207870"	"positive regulation of blood vessel endothelial cell migration"
"581"	"ENSG00000207870"	"positive regulation of vascular associated smooth muscle cell proliferation"
"582"	"ENSG00000207870"	"positive regulation of vascular associated smooth muscle cell migration"
"583"	"ENSG00000207870"	"negative regulation of cell migration involved in sprouting angiogenesis"
"584"	"ENSG00000207870"	"negative regulation of inflammatory response"
"585"	"ENSG00000207870"	"negative regulation of leukocyte adhesion to vascular endothelial cell"
"586"	"ENSG00000207870"	"positive regulation of G1/S transition of mitotic cell cycle"
"587"	"ENSG00000207870"	"negative regulation of sprouting angiogenesis"
"588"	"ENSG00000207870"	"extracellular vesicle"
"589"	"ENSG00000207870"	"positive regulation of tyrosine phosphorylation of STAT protein"
"590"	"ENSG00000207870"	"negative regulation of cell population proliferation"
"591"	"ENSG00000207870"	"positive regulation of apoptotic process"
"592"	"ENSG00000207870"	"negative regulation of necroptotic process"
"593"	"ENSG00000207870"	"negative regulation of ERK1 and ERK2 cascade"
"594"	"ENSG00000207870"	"negative regulation of apoptotic process"
"595"	"ENSG00000207870"	"negative regulation of interleukin-21 production"
"596"	"ENSG00000207870"	"response to glucose"
"597"	"ENSG00000207870"	"positive regulation of epithelial cell migration"
"598"	"ENSG00000207870"	"positive regulation of epithelial to mesenchymal transition"
"599"	"ENSG00000207870"	"negative regulation of heterotypic cell-cell adhesion"
"600"	"ENSG00000207870"	"negative regulation by host of viral genome replication"
"601"	"ENSG00000207870"	"positive regulation of erythrocyte differentiation"
"602"	"ENSG00000207870"	"positive regulation of receptor signaling pathway via JAK-STAT"
"603"	"ENSG00000207870"	"platelet-derived growth factor receptor signaling pathway"
"604"	"ENSG00000207870"	"positive regulation of axon regeneration"
"605"	"ENSG00000207870"	"positive regulation of protein kinase B signaling"
"606"	"ENSG00000207870"	"negative regulation of cell adhesion molecule production"
"607"	"ENSG00000207870"	"positive regulation of ERK1 and ERK2 cascade"
"608"	"ENSG00000207870"	"negative regulation of cytokine production involved in inflammatory response"
"609"	"ENSG00000207870"	"positive regulation of Schwann cell migration"
"610"	"ENSG00000207870"	"negative regulation of hematopoietic stem cell proliferation"
"611"	"ENSG00000207870"	"negative regulation of TRAIL-activated apoptotic signaling pathway"
"612"	"ENSG00000207870"	"positive regulation of wound healing, spreading of epidermal cells"
"613"	"ENSG00000207870"	"positive regulation of Schwann cell proliferation involved in axon regeneration"
"614"	"ENSG00000207870"	"negative regulation of vascular associated smooth muscle cell differentiation"
"615"	"ENSG00000207870"	"positive regulation of vascular associated smooth muscle cell dedifferentiation"
